dimdateid,datetype,fulldate,yearnum,yearbegindate,yearenddate,daynumofweek,daynumofmonth,daynumofquarter,daynumofyear,dayofweekname,dayofweekabbreviation,juliandaynumofyear,isweekday,isfederalusholiday,holidaydescription,islastdayofweek,islastdayofmonth,islastdayofquarter,islastdayofyear,weekofyearbegindate,weekofyearenddate,weekofmonthbegindate,weekofmonthenddate,weekofquarterbegindate,weekofquarterenddate,weeknumofmonth,weeknumofquarter,weeknumofyear,monthname,monthnameabbreviation,monthbegindate,monthenddate,monthnumofyear,monthformatyyyymm,quarternumofyear,quarterbegindate,quarterenddate,quarterformatyyyyqq,quarterformatqq,fiscalmonthofyear,fiscalquarter,fiscalyear,fiscalyearmonthyyyymm,fiscalyearquarteryyyyqq
20100307,Normal,3/7/2010,2010,1/1/2010,12/31/2010,1,7,66,66,Sunday,Sun,2010066,N,N,Not a Holiday,N,N,N,N,3/7/2010,3/13/2010,3/7/2010,3/13/2010,3/7/2010,3/13/2010,2,11,11,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100308,Normal,3/8/2010,2010,1/1/2010,12/31/2010,2,8,67,67,Monday,Mon,2010067,Y,N,Not a Holiday,N,N,N,N,3/7/2010,3/13/2010,3/7/2010,3/13/2010,3/7/2010,3/13/2010,2,11,11,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100309,Normal,3/9/2010,2010,1/1/2010,12/31/2010,3,9,68,68,Tuesday,Tue,2010068,Y,N,Not a Holiday,N,N,N,N,3/7/2010,3/13/2010,3/7/2010,3/13/2010,3/7/2010,3/13/2010,2,11,11,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100310,Normal,3/10/2010,2010,1/1/2010,12/31/2010,4,10,69,69,Wednesday,Wed,2010069,Y,N,Not a Holiday,N,N,N,N,3/7/2010,3/13/2010,3/7/2010,3/13/2010,3/7/2010,3/13/2010,2,11,11,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100311,Normal,3/11/2010,2010,1/1/2010,12/31/2010,5,11,70,70,Thursday,Thu,2010070,Y,N,Not a Holiday,N,N,N,N,3/7/2010,3/13/2010,3/7/2010,3/13/2010,3/7/2010,3/13/2010,2,11,11,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100312,Normal,3/12/2010,2010,1/1/2010,12/31/2010,6,12,71,71,Friday,Fri,2010071,Y,N,Not a Holiday,N,N,N,N,3/7/2010,3/13/2010,3/7/2010,3/13/2010,3/7/2010,3/13/2010,2,11,11,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100313,Normal,3/13/2010,2010,1/1/2010,12/31/2010,7,13,72,72,Saturday,Sat,2010072,N,N,Not a Holiday,Y,N,N,N,3/7/2010,3/13/2010,3/7/2010,3/13/2010,3/7/2010,3/13/2010,2,11,11,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100314,Normal,3/14/2010,2010,1/1/2010,12/31/2010,1,14,73,73,Sunday,Sun,2010073,N,N,Not a Holiday,N,N,N,N,3/14/2010,3/20/2010,3/14/2010,3/20/2010,3/14/2010,3/20/2010,3,12,12,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100315,Normal,3/15/2010,2010,1/1/2010,12/31/2010,2,15,74,74,Monday,Mon,2010074,Y,N,Not a Holiday,N,N,N,N,3/14/2010,3/20/2010,3/14/2010,3/20/2010,3/14/2010,3/20/2010,3,12,12,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100316,Normal,3/16/2010,2010,1/1/2010,12/31/2010,3,16,75,75,Tuesday,Tue,2010075,Y,N,Not a Holiday,N,N,N,N,3/14/2010,3/20/2010,3/14/2010,3/20/2010,3/14/2010,3/20/2010,3,12,12,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100317,Normal,3/17/2010,2010,1/1/2010,12/31/2010,4,17,76,76,Wednesday,Wed,2010076,Y,N,Not a Holiday,N,N,N,N,3/14/2010,3/20/2010,3/14/2010,3/20/2010,3/14/2010,3/20/2010,3,12,12,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100318,Normal,3/18/2010,2010,1/1/2010,12/31/2010,5,18,77,77,Thursday,Thu,2010077,Y,N,Not a Holiday,N,N,N,N,3/14/2010,3/20/2010,3/14/2010,3/20/2010,3/14/2010,3/20/2010,3,12,12,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100319,Normal,3/19/2010,2010,1/1/2010,12/31/2010,6,19,78,78,Friday,Fri,2010078,Y,N,Not a Holiday,N,N,N,N,3/14/2010,3/20/2010,3/14/2010,3/20/2010,3/14/2010,3/20/2010,3,12,12,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100320,Normal,3/20/2010,2010,1/1/2010,12/31/2010,7,20,79,79,Saturday,Sat,2010079,N,N,Not a Holiday,Y,N,N,N,3/14/2010,3/20/2010,3/14/2010,3/20/2010,3/14/2010,3/20/2010,3,12,12,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100321,Normal,3/21/2010,2010,1/1/2010,12/31/2010,1,21,80,80,Sunday,Sun,2010080,N,N,Not a Holiday,N,N,N,N,3/21/2010,3/27/2010,3/21/2010,3/27/2010,3/21/2010,3/27/2010,4,13,13,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100322,Normal,3/22/2010,2010,1/1/2010,12/31/2010,2,22,81,81,Monday,Mon,2010081,Y,N,Not a Holiday,N,N,N,N,3/21/2010,3/27/2010,3/21/2010,3/27/2010,3/21/2010,3/27/2010,4,13,13,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100323,Normal,3/23/2010,2010,1/1/2010,12/31/2010,3,23,82,82,Tuesday,Tue,2010082,Y,N,Not a Holiday,N,N,N,N,3/21/2010,3/27/2010,3/21/2010,3/27/2010,3/21/2010,3/27/2010,4,13,13,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100324,Normal,3/24/2010,2010,1/1/2010,12/31/2010,4,24,83,83,Wednesday,Wed,2010083,Y,N,Not a Holiday,N,N,N,N,3/21/2010,3/27/2010,3/21/2010,3/27/2010,3/21/2010,3/27/2010,4,13,13,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100325,Normal,3/25/2010,2010,1/1/2010,12/31/2010,5,25,84,84,Thursday,Thu,2010084,Y,N,Not a Holiday,N,N,N,N,3/21/2010,3/27/2010,3/21/2010,3/27/2010,3/21/2010,3/27/2010,4,13,13,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100326,Normal,3/26/2010,2010,1/1/2010,12/31/2010,6,26,85,85,Friday,Fri,2010085,Y,N,Not a Holiday,N,N,N,N,3/21/2010,3/27/2010,3/21/2010,3/27/2010,3/21/2010,3/27/2010,4,13,13,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100327,Normal,3/27/2010,2010,1/1/2010,12/31/2010,7,27,86,86,Saturday,Sat,2010086,N,N,Not a Holiday,Y,N,N,N,3/21/2010,3/27/2010,3/21/2010,3/27/2010,3/21/2010,3/27/2010,4,13,13,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100328,Normal,3/28/2010,2010,1/1/2010,12/31/2010,1,28,87,87,Sunday,Sun,2010087,N,N,Not a Holiday,N,N,N,N,3/28/2010,4/3/2010,3/28/2010,3/31/2010,3/28/2010,3/31/2010,5,14,14,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100329,Normal,3/29/2010,2010,1/1/2010,12/31/2010,2,29,88,88,Monday,Mon,2010088,Y,N,Not a Holiday,N,N,N,N,3/28/2010,4/3/2010,3/28/2010,3/31/2010,3/28/2010,3/31/2010,5,14,14,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100330,Normal,3/30/2010,2010,1/1/2010,12/31/2010,3,30,89,89,Tuesday,Tue,2010089,Y,N,Not a Holiday,N,N,N,N,3/28/2010,4/3/2010,3/28/2010,3/31/2010,3/28/2010,3/31/2010,5,14,14,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100331,Normal,3/31/2010,2010,1/1/2010,12/31/2010,4,31,90,90,Wednesday,Wed,2010090,Y,N,Not a Holiday,N,Y,Y,N,3/28/2010,4/3/2010,3/28/2010,3/31/2010,3/28/2010,3/31/2010,5,14,14,March,Mar,3/1/2010,3/31/2010,3,2010/03,1,1/1/2010,3/31/2010,2010Q1,Q1,6,2,2010,201006,2010Q2
20100401,Normal,4/1/2010,2010,1/1/2010,12/31/2010,5,1,1,91,Thursday,Thu,2010091,Y,N,Not a Holiday,N,N,N,N,3/28/2010,4/3/2010,4/1/2010,4/3/2010,4/1/2010,4/3/2010,1,1,14,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100402,Normal,4/2/2010,2010,1/1/2010,12/31/2010,6,2,2,92,Friday,Fri,2010092,Y,N,Not a Holiday,N,N,N,N,3/28/2010,4/3/2010,4/1/2010,4/3/2010,4/1/2010,4/3/2010,1,1,14,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100403,Normal,4/3/2010,2010,1/1/2010,12/31/2010,7,3,3,93,Saturday,Sat,2010093,N,N,Not a Holiday,Y,N,N,N,3/28/2010,4/3/2010,4/1/2010,4/3/2010,4/1/2010,4/3/2010,1,1,14,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100404,Normal,4/4/2010,2010,1/1/2010,12/31/2010,1,4,4,94,Sunday,Sun,2010094,N,N,Not a Holiday,N,N,N,N,4/4/2010,4/10/2010,4/4/2010,4/10/2010,4/4/2010,4/10/2010,2,2,15,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100405,Normal,4/5/2010,2010,1/1/2010,12/31/2010,2,5,5,95,Monday,Mon,2010095,Y,N,Not a Holiday,N,N,N,N,4/4/2010,4/10/2010,4/4/2010,4/10/2010,4/4/2010,4/10/2010,2,2,15,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100406,Normal,4/6/2010,2010,1/1/2010,12/31/2010,3,6,6,96,Tuesday,Tue,2010096,Y,N,Not a Holiday,N,N,N,N,4/4/2010,4/10/2010,4/4/2010,4/10/2010,4/4/2010,4/10/2010,2,2,15,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100407,Normal,4/7/2010,2010,1/1/2010,12/31/2010,4,7,7,97,Wednesday,Wed,2010097,Y,N,Not a Holiday,N,N,N,N,4/4/2010,4/10/2010,4/4/2010,4/10/2010,4/4/2010,4/10/2010,2,2,15,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100408,Normal,4/8/2010,2010,1/1/2010,12/31/2010,5,8,8,98,Thursday,Thu,2010098,Y,N,Not a Holiday,N,N,N,N,4/4/2010,4/10/2010,4/4/2010,4/10/2010,4/4/2010,4/10/2010,2,2,15,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100409,Normal,4/9/2010,2010,1/1/2010,12/31/2010,6,9,9,99,Friday,Fri,2010099,Y,N,Not a Holiday,N,N,N,N,4/4/2010,4/10/2010,4/4/2010,4/10/2010,4/4/2010,4/10/2010,2,2,15,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100410,Normal,4/10/2010,2010,1/1/2010,12/31/2010,7,10,10,100,Saturday,Sat,2010100,N,N,Not a Holiday,Y,N,N,N,4/4/2010,4/10/2010,4/4/2010,4/10/2010,4/4/2010,4/10/2010,2,2,15,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100411,Normal,4/11/2010,2010,1/1/2010,12/31/2010,1,11,11,101,Sunday,Sun,2010101,N,N,Not a Holiday,N,N,N,N,4/11/2010,4/17/2010,4/11/2010,4/17/2010,4/11/2010,4/17/2010,3,3,16,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100412,Normal,4/12/2010,2010,1/1/2010,12/31/2010,2,12,12,102,Monday,Mon,2010102,Y,N,Not a Holiday,N,N,N,N,4/11/2010,4/17/2010,4/11/2010,4/17/2010,4/11/2010,4/17/2010,3,3,16,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100413,Normal,4/13/2010,2010,1/1/2010,12/31/2010,3,13,13,103,Tuesday,Tue,2010103,Y,N,Not a Holiday,N,N,N,N,4/11/2010,4/17/2010,4/11/2010,4/17/2010,4/11/2010,4/17/2010,3,3,16,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100414,Normal,4/14/2010,2010,1/1/2010,12/31/2010,4,14,14,104,Wednesday,Wed,2010104,Y,N,Not a Holiday,N,N,N,N,4/11/2010,4/17/2010,4/11/2010,4/17/2010,4/11/2010,4/17/2010,3,3,16,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100415,Normal,4/15/2010,2010,1/1/2010,12/31/2010,5,15,15,105,Thursday,Thu,2010105,Y,N,Not a Holiday,N,N,N,N,4/11/2010,4/17/2010,4/11/2010,4/17/2010,4/11/2010,4/17/2010,3,3,16,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100416,Normal,4/16/2010,2010,1/1/2010,12/31/2010,6,16,16,106,Friday,Fri,2010106,Y,N,Not a Holiday,N,N,N,N,4/11/2010,4/17/2010,4/11/2010,4/17/2010,4/11/2010,4/17/2010,3,3,16,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100417,Normal,4/17/2010,2010,1/1/2010,12/31/2010,7,17,17,107,Saturday,Sat,2010107,N,N,Not a Holiday,Y,N,N,N,4/11/2010,4/17/2010,4/11/2010,4/17/2010,4/11/2010,4/17/2010,3,3,16,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100418,Normal,4/18/2010,2010,1/1/2010,12/31/2010,1,18,18,108,Sunday,Sun,2010108,N,N,Not a Holiday,N,N,N,N,4/18/2010,4/24/2010,4/18/2010,4/24/2010,4/18/2010,4/24/2010,4,4,17,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100419,Normal,4/19/2010,2010,1/1/2010,12/31/2010,2,19,19,109,Monday,Mon,2010109,Y,N,Not a Holiday,N,N,N,N,4/18/2010,4/24/2010,4/18/2010,4/24/2010,4/18/2010,4/24/2010,4,4,17,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100420,Normal,4/20/2010,2010,1/1/2010,12/31/2010,3,20,20,110,Tuesday,Tue,2010110,Y,N,Not a Holiday,N,N,N,N,4/18/2010,4/24/2010,4/18/2010,4/24/2010,4/18/2010,4/24/2010,4,4,17,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100421,Normal,4/21/2010,2010,1/1/2010,12/31/2010,4,21,21,111,Wednesday,Wed,2010111,Y,N,Not a Holiday,N,N,N,N,4/18/2010,4/24/2010,4/18/2010,4/24/2010,4/18/2010,4/24/2010,4,4,17,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100422,Normal,4/22/2010,2010,1/1/2010,12/31/2010,5,22,22,112,Thursday,Thu,2010112,Y,N,Not a Holiday,N,N,N,N,4/18/2010,4/24/2010,4/18/2010,4/24/2010,4/18/2010,4/24/2010,4,4,17,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100423,Normal,4/23/2010,2010,1/1/2010,12/31/2010,6,23,23,113,Friday,Fri,2010113,Y,N,Not a Holiday,N,N,N,N,4/18/2010,4/24/2010,4/18/2010,4/24/2010,4/18/2010,4/24/2010,4,4,17,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100424,Normal,4/24/2010,2010,1/1/2010,12/31/2010,7,24,24,114,Saturday,Sat,2010114,N,N,Not a Holiday,Y,N,N,N,4/18/2010,4/24/2010,4/18/2010,4/24/2010,4/18/2010,4/24/2010,4,4,17,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100425,Normal,4/25/2010,2010,1/1/2010,12/31/2010,1,25,25,115,Sunday,Sun,2010115,N,N,Not a Holiday,N,N,N,N,4/25/2010,5/1/2010,4/25/2010,4/30/2010,4/25/2010,5/1/2010,5,5,18,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100426,Normal,4/26/2010,2010,1/1/2010,12/31/2010,2,26,26,116,Monday,Mon,2010116,Y,N,Not a Holiday,N,N,N,N,4/25/2010,5/1/2010,4/25/2010,4/30/2010,4/25/2010,5/1/2010,5,5,18,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100427,Normal,4/27/2010,2010,1/1/2010,12/31/2010,3,27,27,117,Tuesday,Tue,2010117,Y,N,Not a Holiday,N,N,N,N,4/25/2010,5/1/2010,4/25/2010,4/30/2010,4/25/2010,5/1/2010,5,5,18,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100428,Normal,4/28/2010,2010,1/1/2010,12/31/2010,4,28,28,118,Wednesday,Wed,2010118,Y,N,Not a Holiday,N,N,N,N,4/25/2010,5/1/2010,4/25/2010,4/30/2010,4/25/2010,5/1/2010,5,5,18,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100429,Normal,4/29/2010,2010,1/1/2010,12/31/2010,5,29,29,119,Thursday,Thu,2010119,Y,N,Not a Holiday,N,N,N,N,4/25/2010,5/1/2010,4/25/2010,4/30/2010,4/25/2010,5/1/2010,5,5,18,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100430,Normal,4/30/2010,2010,1/1/2010,12/31/2010,6,30,30,120,Friday,Fri,2010120,Y,N,Not a Holiday,N,Y,N,N,4/25/2010,5/1/2010,4/25/2010,4/30/2010,4/25/2010,5/1/2010,5,5,18,April,Apr,4/1/2010,4/30/2010,4,2010/04,2,4/1/2010,6/30/2010,2010Q2,Q2,7,3,2010,201007,2010Q3
20100501,Normal,5/1/2010,2010,1/1/2010,12/31/2010,7,1,31,121,Saturday,Sat,2010121,N,N,Not a Holiday,Y,N,N,N,4/25/2010,5/1/2010,5/1/2010,5/1/2010,4/25/2010,5/1/2010,1,5,18,May,May,5/1/2010,5/31/2010,5,2010/05,2,4/1/2010,6/30/2010,2010Q2,Q2,8,3,2010,201008,2010Q3
20100502,Normal,5/2/2010,2010,1/1/2010,12/31/2010,1,2,32,122,Sunday,Sun,2010122,N,N,Not a Holiday,N,N,N,N,5/2/2010,5/8/2010,5/2/2010,5/8/2010,5/2/2010,5/8/2010,2,6,19,May,May,5/1/2010,5/31/2010,5,2010/05,2,4/1/2010,6/30/2010,2010Q2,Q2,8,3,2010,201008,2010Q3
20100503,Normal,5/3/2010,2010,1/1/2010,12/31/2010,2,3,33,123,Monday,Mon,2010123,Y,N,Not a Holiday,N,N,N,N,5/2/2010,5/8/2010,5/2/2010,5/8/2010,5/2/2010,5/8/2010,2,6,19,May,May,5/1/2010,5/31/2010,5,2010/05,2,4/1/2010,6/30/2010,2010Q2,Q2,8,3,2010,201008,2010Q3
20100504,Normal,5/4/2010,2010,1/1/2010,12/31/2010,3,4,34,124,Tuesday,Tue,2010124,Y,N,Not a Holiday,N,N,N,N,5/2/2010,5/8/2010,5/2/2010,5/8/2010,5/2/2010,5/8/2010,2,6,19,May,May,5/1/2010,5/31/2010,5,2010/05,2,4/1/2010,6/30/2010,2010Q2,Q2,8,3,2010,201008,2010Q3
20100505,Normal,5/5/2010,2010,1/1/2010,12/31/2010,4,5,35,125,Wednesday,Wed,2010125,Y,N,Not a Holiday,N,N,N,N,5/2/2010,5/8/2010,5/2/2010,5/8/2010,5/2/2010,5/8/2010,2,6,19,May,May,5/1/2010,5/31/2010,5,2010/05,2,4/1/2010,6/30/2010,2010Q2,Q2,8,3,2010,201008,2010Q3
20100506,Normal,5/6/2010,2010,1/1/2010,12/31/2010,5,6,36,126,Thursday,Thu,2010126,Y,N,Not a Holiday,N,N,N,N,5/2/2010,5/8/2010,5/2/2010,5/8/2010,5/2/2010,5/8/2010,2,6,19,May,May,5/1/2010,5/31/2010,5,2010/05,2,4/1/2010,6/30/2010,2010Q2,Q2,8,3,2010,201008,2010Q3
20100507,Normal,5/7/2010,2010,1/1/2010,12/31/2010,6,7,37,127,Friday,Fri,2010127,Y,N,Not a Holiday,N,N,N,N,5/2/2010,5/8/2010,5/2/2010,5/8/2010,5/2/2010,5/8/2010,2,6,19,May,May,5/1/2010,5/31/2010,5,2010/05,2,4/1/2010,6/30/2010,2010Q2,Q2,8,3,2010,201008,2010Q3
20100508,Normal,5/8/2010,2010,1/1/2010,12/31/2010,7,8,38,128,Saturday,Sat,2010128,N,N,Not a Holiday,Y,N,N,N,5/2/2010,5/8/2010,5/2/2010,5/8/2010,5/2/2010,5/8/2010,2,6,19,May,May,5/1/2010,5/31/2010,5,2010/05,2,4/1/2010,6/30/2010,2010Q2,Q2,8,3,2010,201008,2010Q3
20100509,Normal,5/9/2010,2010,1/1/2010,12/31/2010,1,9,39,129,Sunday,Sun,2010129,N,N,Not a Holiday,N,N,N,N,5/9/2010,5/15/2010,5/9/2010,5/15/2010,5/9/2010,5/15/2010,3,7,20,May,May,5/1/2010,5/31/2010,5,2010/05,2,4/1/2010,6/30/2010,2010Q2,Q2,8,3,2010,201008,2010Q3
20100510,Normal,5/10/2010,2010,1/1/2010,12/31/2010,2,10,40,130,Monday,Mon,2010130,Y,N,Not a Holiday,N,N,N,N,5/9/2010,5/15/2010,5/9/2010,5/15/2010,5/9/2010,5/15/2010,3,7,20,May,May,5/1/2010,5/31/2010,5,2010/05,2,4/1/2010,6/30/2010,2010Q2,Q2,8,3,2010,201008,2010Q3
20100511,Normal,5/11/2010,2010,1/1/2010,12/31/2010,3,11,41,131,Tuesday,Tue,2010131,Y,N,Not a Holiday,N,N,N,N,5/9/2010,5/15/2010,5/9/2010,5/15/2010,5/9/2010,5/15/2010,3,7,20,May,May,5/1/2010,5/31/2010,5,2010/05,2,4/1/2010,6/30/2010,2010Q2,Q2,8,3,2010,201008,2010Q3
20100512,Normal,5/12/2010,2010,1/1/2010,12/31/2010,4,12,42,132,Wednesday,Wed,2010132,Y,N,Not a Holiday,N,N,N,N,5/9/2010,5/15/2010,5/9/2010,5/15/2010,5/9/2010,5/15/2010,3,7,20,May,May,5/1/2010,5/31/2010,5,2010/05,2,4/1/2010,6/30/2010,2010Q2,Q2,8,3,2010,201008,2010Q3
20100513,Normal,5/13/2010,2010,1/1/2010,12/31/2010,5,13,43,133,Thursday,Thu,2010133,Y,N,Not a Holiday,N,N,N,N,5/9/2010,5/15/2010,5/9/2010,5/15/2010,5/9/2010,5/15/2010,3,7,20,May,May,5/1/2010,5/31/2010,5,2010/05,2,4/1/2010,6/30/2010,2010Q2,Q2,8,3,2010,201008,2010Q3
20100514,Normal,5/14/2010,2010,1/1/2010,12/31/2010,6,14,44,134,Friday,Fri,2010134,Y,N,Not a Holiday,N,N,N,N,5/9/2010,5/15/2010,5/9/2010,5/15/2010,5/9/2010,5/15/2010,3,7,20,May,May,5/1/2010,5/31/2010,5,2010/05,2,4/1/2010,6/30/2010,2010Q2,Q2,8,3,2010,201008,2010Q3
20100515,Normal,5/15/2010,2010,1/1/2010,12/31/2010,7,15,45,135,Saturday,Sat,2010135,N,N,Not a Holiday,Y,N,N,N,5/9/2010,5/15/2010,5/9/2010,5/15/2010,5/9/2010,5/15/2010,3,7,20,May,May,5/1/2010,5/31/2010,5,2010/05,2,4/1/2010,6/30/2010,2010Q2,Q2,8,3,2010,201008,2010Q3
20100516,Normal,5/16/2010,2010,1/1/2010,12/31/2010,1,16,46,136,Sunday,Sun,2010136,N,N,Not a Holiday,N,N,N,N,5/16/2010,5/22/2010,5/16/2010,5/22/2010,5/16/2010,5/22/2010,4,8,21,May,May,5/1/2010,5/31/2010,5,2010/05,2,4/1/2010,6/30/2010,2010Q2,Q2,8,3,2010,201008,2010Q3
