client_id,outcome,confidence,review_status
C00000765,Good,0.77,Review Required
C00000766,Bad,0.73,Review Required
C00000767,Bad,0.94,Review Not Required
C00000768,Good,0.94,Review Not Required
C00000769,Bad,0.87,Review Not Required
C00000772,Bad,0.95,Review Not Required
C00000773,Bad,0.75,Review Required
C00000774,Good,0.85,Review Not Required
C00000775,Bad,0.87,Review Not Required
C00000776,Bad,0.88,Review Not Required
C00000777,Bad,0.82,Review Not Required
C00000778,Good,0.84,Review Not Required
C00000779,Bad,0.92,Review Not Required
C00000780,Good,0.89,Review Not Required
C00000781,Bad,0.86,Review Not Required
C00000782,Good,0.86,Review Not Required
C00000783,Bad,0.97,Review Not Required
C00000784,Bad,0.91,Review Not Required
C00000785,Good,0.89,Review Not Required
C00000786,Bad,0.84,Review Not Required
C00000787,Bad,0.79,Review Required
C00000788,Bad,0.85,Review Not Required
C00000789,Good,0.8,Review Not Required
C00000790,Good,0.95,Review Not Required
C00000791,Bad,0.72,Review Required
C00000793,Good,0.86,Review Not Required
C00000794,Good,0.91,Review Not Required
C00000796,Bad,0.93,Review Not Required
C00000797,Good,0.88,Review Not Required
C00000798,Good,0.93,Review Not Required
C00000799,Good,0.82,Review Not Required
C00000803,Good,0.93,Review Not Required
C00000804,Bad,0.84,Review Not Required
C00000806,Good,0.94,Review Not Required
C00000807,Good,0.95,Review Not Required
C00000808,Good,0.78,Review Required
C00000809,Bad,0.9,Review Not Required
C00000810,Bad,0.99,Review Not Required
C00000811,Good,0.89,Review Not Required
C00000812,Bad,0.92,Review Not Required
C00000813,Good,0.99,Review Not Required
C00000814,Bad,0.91,Review Not Required
C00000815,Good,0.82,Review Not Required
C00000816,Good,0.82,Review Not Required
C00000818,Bad,0.95,Review Not Required
C00000819,Bad,0.81,Review Not Required
C00000820,Good,0.97,Review Not Required
C00000821,Good,0.91,Review Not Required
C00000822,Good,0.85,Review Not Required
C00000823,Bad,1,Review Not Required
C00000824,Bad,0.82,Review Not Required
C00000825,Good,1,Review Not Required
C00000826,Bad,0.87,Review Not Required
C00000827,Bad,1,Review Not Required
C00000828,Good,0.85,Review Not Required
C00000829,Good,0.84,Review Not Required
C00000830,Good,1,Review Not Required
C00000831,Good,0.82,Review Not Required
C00000832,Bad,0.92,Review Not Required
C00000833,Good,0.99,Review Not Required
C00000834,Good,0.83,Review Not Required
C00000835,Good,0.82,Review Not Required
C00000836,Good,0.96,Review Not Required
C00000837,Good,0.81,Review Not Required
C00000838,Good,0.82,Review Not Required
C00000839,Good,0.81,Review Not Required
C00000840,Good,0.78,Review Required
C00000841,Bad,0.83,Review Not Required
C00000842,Bad,0.8,Review Not Required
C00000843,Good,0.91,Review Not Required
C00000844,Bad,0.88,Review Not Required
C00000845,Bad,0.99,Review Not Required
C00000846,Bad,0.96,Review Not Required
C00000847,Bad,0.93,Review Not Required
C00000849,Good,0.94,Review Not Required
C00000850,Good,0.87,Review Not Required
C00000851,Good,0.87,Review Not Required
C00000852,Good,0.85,Review Not Required
C00000853,Good,0.88,Review Not Required
C00000854,Bad,0.95,Review Not Required
C00000855,Bad,0.89,Review Not Required
C00000856,Bad,0.8,Review Not Required
C00000857,Bad,0.83,Review Not Required
C00000858,Bad,0.93,Review Not Required
C00000859,Bad,0.99,Review Not Required
C00000860,Good,0.9,Review Not Required
C00000861,Bad,0.91,Review Not Required
C00000862,Good,0.77,Review Required
C00000863,Good,0.93,Review Not Required
C00000864,Bad,0.95,Review Not Required
C00000865,Bad,0.74,Review Required
C00000866,Bad,0.82,Review Not Required
C00000870,Bad,0.78,Review Required
C00000871,Bad,0.83,Review Not Required
C00000872,Bad,0.73,Review Required
C00000873,Bad,0.91,Review Not Required
C00000874,Bad,0.96,Review Not Required
C00000875,Bad,0.85,Review Not Required
C00000876,Bad,0.9,Review Not Required
C00000877,Good,0.89,Review Not Required
C00000878,Good,0.78,Review Required
C00000879,Good,0.77,Review Required
C00000880,Good,0.78,Review Required
C00000881,Good,0.82,Review Not Required
C00000882,Good,0.85,Review Not Required
C00000883,Bad,0.98,Review Not Required
C00000884,Good,0.9,Review Not Required
C00000885,Bad,0.91,Review Not Required
C00000886,Good,0.87,Review Not Required
C00000887,Good,0.94,Review Not Required
C00000888,Bad,0.9,Review Not Required
C00000889,Bad,0.72,Review Required
C00000890,Bad,0.87,Review Not Required
C00000891,Bad,0.78,Review Required
C00000892,Good,0.74,Review Required
C00000893,Good,0.82,Review Not Required
C00000894,Bad,0.89,Review Not Required
C00000895,Good,0.91,Review Not Required
C00000896,Good,0.93,Review Not Required
C00000897,Bad,0.9,Review Not Required
C00000898,Bad,0.91,Review Not Required
C00000899,Bad,0.81,Review Not Required
C00000900,Good,0.73,Review Required
C00000901,Good,0.83,Review Not Required
C00000902,Good,0.99,Review Not Required
C00000903,Good,0.84,Review Not Required
C00000904,Bad,0.92,Review Not Required
C00000905,Good,0.81,Review Not Required
C00000906,Bad,0.83,Review Not Required
C00000907,Good,0.94,Review Not Required
C00000908,Good,0.85,Review Not Required
C00000909,Good,0.9,Review Not Required
C00000910,Bad,0.89,Review Not Required
C00000911,Bad,0.81,Review Not Required
C00000912,Good,0.8,Review Not Required
C00000913,Bad,0.89,Review Not Required
C00000914,Good,0.94,Review Not Required
C00000915,Bad,0.8,Review Not Required
C00000916,Bad,0,Review Required
C00000917,Good,0.8,Review Not Required
C00000918,Bad,0.85,Review Not Required
C00000921,Bad,0.92,Review Not Required
C00000922,Bad,0.81,Review Not Required
C00000923,Bad,0.95,Review Not Required
C00000924,Bad,0.78,Review Required
C00000925,Bad,1,Review Not Required
C00000926,Good,0.87,Review Not Required
C00000927,Good,0.94,Review Not Required
C00000928,Good,0.87,Review Not Required
C00000929,Good,0.83,Review Not Required
C00000930,Bad,0.92,Review Not Required
C00000931,Good,0.88,Review Not Required
C00000932,Good,0.98,Review Not Required
C00000933,Bad,0.76,Review Required
C00000934,Bad,0.99,Review Not Required
C00000935,Good,0.85,Review Not Required
C00000936,Good,0.89,Review Not Required
C00000937,Good,0.92,Review Not Required
C00000938,Bad,0.75,Review Required
C00000939,Bad,0.93,Review Not Required
C00000940,Bad,1,Review Not Required
C00000941,Good,0.89,Review Not Required
C00000942,Good,0.9,Review Not Required
C00000943,Good,0.98,Review Not Required
C00000944,Bad,0.84,Review Not Required
C00000945,Good,0.87,Review Not Required
C00000946,Good,0.95,Review Not Required
C00000948,Bad,0.85,Review Not Required
C00000949,Good,0.79,Review Required
C00000950,Good,0.95,Review Not Required
C00000951,Good,0.93,Review Not Required
C00000952,Bad,0.89,Review Not Required
C00000953,Bad,0.87,Review Not Required
C00000954,Good,0.8,Review Not Required
C00000955,Bad,0.81,Review Not Required
C00000956,Good,0.76,Review Required
C00000957,Bad,0.9,Review Not Required
C00000958,Bad,0.84,Review Not Required
C00000959,Good,0.94,Review Not Required
C00000960,Good,0.84,Review Not Required
C00000961,Bad,0.91,Review Not Required
C00000962,Bad,0.98,Review Not Required
C00000963,Good,0.8,Review Not Required
C00000964,Bad,0.98,Review Not Required
C00000965,Bad,0.92,Review Not Required
C00000966,Bad,0.86,Review Not Required
C00000967,Bad,0.87,Review Not Required
C00000968,Bad,0.88,Review Not Required
C00000970,Good,0.93,Review Not Required
C00000971,Good,0.91,Review Not Required
C00000972,Bad,0.81,Review Not Required
C00000973,Good,0.75,Review Required
C00000974,Bad,0.8,Review Not Required
C00000975,Bad,0.83,Review Not Required
C00000976,Bad,0.94,Review Not Required
C00000977,Bad,1,Review Not Required
C00000978,Good,0.92,Review Not Required
C00000979,Good,0.72,Review Required
C00000980,Bad,0.96,Review Not Required
C00000981,Good,0.74,Review Required
C00000984,Bad,0.72,Review Required
C00000985,Good,0.86,Review Not Required
C00000986,Good,0.73,Review Required
C00000987,Good,0.99,Review Not Required
C00000988,Good,0.78,Review Required
C00000989,Bad,0.98,Review Not Required
C00000990,Good,0.82,Review Not Required
C00000991,Bad,0.88,Review Not Required
C00000992,Good,0.89,Review Not Required
C00000993,Bad,0.83,Review Not Required
C00000994,Good,0.8,Review Not Required
C00000995,Good,0.75,Review Required
C00000996,Good,0.98,Review Not Required
C00000997,Bad,0.93,Review Not Required
C00000998,Bad,0.81,Review Not Required
C00000999,Bad,0.77,Review Required
C00001000,Bad,0.84,Review Not Required
C00001001,Good,0.92,Review Not Required
C00001002,Bad,0.94,Review Not Required
C00001003,Good,0.86,Review Not Required
C00001004,Bad,0.94,Review Not Required
C00001006,Good,0.9,Review Not Required
C00001007,Good,1,Review Not Required
C00001008,Good,0.99,Review Not Required
C00001009,Bad,0.74,Review Required
C00001010,Good,0.91,Review Not Required
C00001011,Good,0.94,Review Not Required
C00001012,Bad,0.85,Review Not Required
C00001013,Good,0.84,Review Not Required
C00001014,Bad,0.85,Review Not Required
C00001015,Bad,0.83,Review Not Required
C00001016,Bad,0.88,Review Not Required
C00001017,Good,0.82,Review Not Required
C00001018,Good,0.84,Review Not Required
C00001019,Good,1,Review Not Required
C00001020,Bad,0.8,Review Not Required
C00001021,Good,0.74,Review Required
C00001022,Bad,0.87,Review Not Required
C00001023,Good,0.99,Review Not Required
C00001024,Bad,0.93,Review Not Required
C00001025,Good,0.8,Review Not Required
C00001026,Good,0.99,Review Not Required
C00001027,Good,0.84,Review Not Required
C00001028,Bad,0.9,Review Not Required
C00001029,Bad,0.91,Review Not Required
C00001030,Good,0.95,Review Not Required
C00001031,Good,0.99,Review Not Required
C00001032,Bad,0.88,Review Not Required
C00001033,Bad,0.79,Review Required
C00001034,Good,0.89,Review Not Required
C00001035,Bad,0.89,Review Not Required
C00001036,Good,0.75,Review Required
C00001037,Bad,0.93,Review Not Required
C00001038,Bad,0.84,Review Not Required
C00001039,Good,0.85,Review Not Required
C00001040,Good,0.74,Review Required
C00001041,Bad,0.97,Review Not Required
C00001042,Bad,0.92,Review Not Required
C00001043,Good,0.84,Review Not Required
C00001044,Good,0.84,Review Not Required
C00001045,Good,0.8,Review Not Required
C00001046,Bad,0.86,Review Not Required
C00001047,Bad,0.96,Review Not Required
C00001048,Bad,0.94,Review Not Required
C00001049,Bad,0.87,Review Not Required
C00001050,Good,0.84,Review Not Required
C00001051,Good,0.94,Review Not Required
C00001052,Bad,0.95,Review Not Required
C00001053,Bad,0.99,Review Not Required
C00001054,Bad,0.86,Review Not Required
C00001055,Bad,0.77,Review Required
C00001056,Good,0.79,Review Required
C00001057,Good,0.88,Review Not Required
C00001058,Bad,0.87,Review Not Required
C00001059,Good,0.81,Review Not Required
C00001060,Bad,0.74,Review Required
C00001062,Good,0.92,Review Not Required
C00001063,Good,0.94,Review Not Required
C00001064,Good,0.78,Review Required
C00001065,Bad,0.83,Review Not Required
C00001066,Good,0.89,Review Not Required
C00001067,Bad,0.84,Review Not Required
C00001068,Good,0.81,Review Not Required
C00001069,Good,0.89,Review Not Required
C00001070,Bad,0.74,Review Required
C00001071,Bad,0.8,Review Not Required
C00001072,Bad,0.87,Review Not Required
C00001073,Bad,0.84,Review Not Required
C00001074,Bad,0.82,Review Not Required
C00001075,Good,0.85,Review Not Required
C00001076,Good,0.95,Review Not Required
C00001077,Good,0.9,Review Not Required
C00001078,Bad,0.99,Review Not Required
C00001079,Bad,0.8,Review Not Required
C00001080,Bad,0.83,Review Not Required
C00001081,Good,0.94,Review Not Required
C00001082,Bad,0.92,Review Not Required
C00001083,Bad,0.84,Review Not Required
C00001084,Good,0.76,Review Required
C00001085,Good,0.92,Review Not Required
C00001086,Bad,0.8,Review Not Required
C00001087,Bad,0.93,Review Not Required
C00001088,Bad,0.79,Review Required
C00001089,Bad,0.93,Review Not Required
C00001090,Good,0.83,Review Not Required
C00001091,Good,0.79,Review Required
C00001092,Good,0.82,Review Not Required
C00001093,Good,0.97,Review Not Required
C00001094,Good,0.88,Review Not Required
C00001095,Bad,0.95,Review Not Required
C00001096,Bad,0.91,Review Not Required
C00001097,Good,0.75,Review Required
C00001098,Good,0.95,Review Not Required
C00001099,Good,0.89,Review Not Required
C00001100,Good,0.82,Review Not Required
C00001101,Bad,0.84,Review Not Required
C00001102,Bad,0.88,Review Not Required
C00001103,Good,0.83,Review Not Required
C00001104,Bad,0.86,Review Not Required
C00001105,Bad,0.92,Review Not Required
C00001106,Good,0.91,Review Not Required
C00001107,Good,0.83,Review Not Required
C00001108,Bad,0.77,Review Required
C00001109,Bad,0.86,Review Not Required
C00001110,Good,0.88,Review Not Required
C00001111,Bad,0.77,Review Required
C00001112,Good,0.77,Review Required
C00001113,Bad,0.85,Review Not Required
C00001114,Good,0.98,Review Not Required
C00001115,Bad,0.93,Review Not Required
C00001116,Bad,0.98,Review Not Required
C00001117,Good,0.88,Review Not Required
C00001118,Good,0.89,Review Not Required
C00001119,Bad,0.88,Review Not Required
C00001120,Good,0.72,Review Required
C00001121,Bad,0.87,Review Not Required
C00001122,Good,0.94,Review Not Required
C00001123,Bad,0.93,Review Not Required
C00001124,Good,0.85,Review Not Required
C00001125,Good,0.93,Review Not Required
C00001126,Bad,0.93,Review Not Required
C00001127,Good,0.86,Review Not Required
C00001128,Bad,0.74,Review Required
C00001129,Bad,1,Review Not Required
C00001130,Bad,0.89,Review Not Required
C00001131,Bad,0.93,Review Not Required
C00001132,Good,0.8,Review Not Required
C00001133,Good,0.82,Review Not Required
C00001134,Bad,0.83,Review Not Required
C00001135,Bad,0.8,Review Not Required
C00001136,Good,0.83,Review Not Required
C00001137,Bad,0.89,Review Not Required
C00001138,Good,0.85,Review Not Required
C00001139,Good,0.95,Review Not Required
C00001140,Bad,0.84,Review Not Required
C00001141,Bad,0.96,Review Not Required
C00001142,Bad,0.94,Review Not Required
C00001143,Bad,0.95,Review Not Required
C00001145,Bad,0.82,Review Not Required
C00001146,Bad,0.85,Review Not Required
C00001147,Bad,0.95,Review Not Required
C00001148,Bad,0.9,Review Not Required
C00001149,Good,0.94,Review Not Required
C00001150,Bad,0.85,Review Not Required
C00001151,Bad,0.93,Review Not Required
C00001152,Good,0.95,Review Not Required
C00001153,Good,0.76,Review Required
C00001154,Good,0.92,Review Not Required
C00001155,Good,0.81,Review Not Required
C00001156,Good,0.91,Review Not Required
C00001157,Good,0.83,Review Not Required
C00001158,Good,0.84,Review Not Required
C00001159,Good,0.79,Review Required
C00001160,Bad,0.98,Review Not Required
C00001161,Bad,0.87,Review Not Required
C00001162,Bad,0.89,Review Not Required
C00001163,Good,0.92,Review Not Required
C00001164,Bad,0.91,Review Not Required
C00001165,Bad,0.77,Review Required
C00001166,Bad,0.96,Review Not Required
C00001167,Good,0.96,Review Not Required
C00001168,Good,0.86,Review Not Required
C00001169,Bad,0.95,Review Not Required
C00001170,Bad,0.78,Review Required
C00001171,Bad,0.82,Review Not Required
C00001172,Bad,0.8,Review Not Required
C00001173,Good,0.75,Review Required
C00001174,Bad,0.9,Review Not Required
C00001175,Good,0.85,Review Not Required
C00001176,Good,0.95,Review Not Required
C00001177,Bad,0.75,Review Required
C00001178,Bad,0.81,Review Not Required
C00001179,Bad,0.81,Review Not Required
C00001180,Good,0.94,Review Not Required
C00001181,Bad,0.87,Review Not Required
C00001182,Good,0.92,Review Not Required
C00001183,Bad,0.91,Review Not Required
C00001186,Bad,0.87,Review Not Required
C00001187,Good,0.83,Review Not Required
C00001188,Good,0.98,Review Not Required
C00001189,Bad,0.8,Review Not Required
C00001190,Bad,0.83,Review Not Required
C00001191,Bad,0.94,Review Not Required
C00001192,Good,0.89,Review Not Required
C00001193,Good,0.82,Review Not Required
C00001194,Bad,0.97,Review Not Required
C00001195,Good,0.94,Review Not Required
C00001196,Bad,0.73,Review Required
C00001197,Good,0.88,Review Not Required
C00001198,Good,1,Review Not Required
C00001199,Good,0.81,Review Not Required
C00001200,Bad,0.87,Review Not Required
C00001201,Good,0.72,Review Required
C00001202,Good,0.92,Review Not Required
C00001204,Good,0.93,Review Not Required
C00001206,Bad,0.95,Review Not Required
C00001207,Bad,0.94,Review Not Required
C00001208,Good,0.88,Review Not Required
C00001209,Good,0.91,Review Not Required
C00001210,Good,0.84,Review Not Required
C00001211,Good,0.78,Review Required
C00001212,Good,0.86,Review Not Required
C00001213,Bad,0.76,Review Required
C00001214,Bad,0.8,Review Not Required
C00001215,Good,0.98,Review Not Required
C00001216,Bad,0.91,Review Not Required
C00001217,Good,0.99,Review Not Required
C00001218,Bad,0.89,Review Not Required
C00001219,Bad,0.94,Review Not Required
C00001220,Good,0.86,Review Not Required
C00001221,Bad,0.93,Review Not Required
